processing,Li_average,Hf_average,Ti_average,Pb_average,Sb_average,Bi_average,Al_average,Sn_average,Ni_average,Mn_average,Mg_average,Cr_average,Si_average,Cu_average,Zn_average,Fe_average,O_average,Ag_average,P_average,Se_average,Co_average,Be_average,Zr_average,S_average,Te_average,C_average,As_average,Other_average,Nb_average,Cd_average,B_average,thermal_conductivity_average_W
2,0,0,0,7,0.325,0,0.005,6.9,0.9,0,0,0,0.005,83,3,0.2,0,0,0.765,0,0,0,0,0.065,0,0,0,0,0,0,0,46.5
2,0,0,0,8,0.4,0,0.005,8,0.9,0,0,0,0.005,83.5,0.8,0.2,0,0,0.765,0,0,0,0,0.08,0,0,0,0,0,0,0,46.5
2,0,0,0,9,0.3,0,0.005,5.15,1,0,0,0,0.005,84.5,2,0.2,0,0,0.05,0,0,0,0,0.08,0,0,0,0,0,0,0,46.5
2,0,0,0,9,0.3,0,0.005,5.15,0.9,0,0,0,0.005,84.5,1.25,0.15,0,0,0.77,0,0,0,0,0.08,0,0,0,0,0,0,0,46.5
2,0,0,0,12,0.525,0,0.005,7,0.9,0,0,0,0.005,81,1,0.175,0,0,0.7525,0,0,0,0,0.08,0,0,0,0,0,0,0,46.5
2,0,0,0,9.5,0.5,0,0.005,10.1,0.5,0,0,0,0.005,80,0.8,0.15,0,0,0.1,0,0,0,0,0.08,0,0,0,0,0,0,0,46.5
2,0,0,0,9.5,0.5,0,0.005,10,0.75,0,0,0,0.005,80,0.8,0.4,0,0,0.775,0,0,0,0,0.08,0,0,0,0,0,0,0,46.5
2,0,0,0,14.5,0.65,0,0.005,6.9,0.9,0,0,0,0.005,77,0.8,0.125,0,0,0.775,0,0,0,0,0.08,0,0,0,0,0,0,0,46.5
2,0,0,0,16,0.5,0,0.005,6,0.8,0,0,0,0.005,78,1.5,0.375,0,0,0.775,0,0,0,0,0.08,0,0,0,0,0,0,0,46.5
2,0,0,0,15,0.5,0,0.005,13,0.75,0,0,0,0.005,70.5,0.5,0.25,0,0,0.775,0,0,0,0,0.165,0,0,0,0,0,0,0,46.5
2,0,0,0,20,0.8,0,0.005,5.5,1,0,0,0,0.0425,75.5,1,0.25,0,0,0.05,0,0,0,0,0.08,0,0,0,0,0,0,0,46.5
2,0,0,0,18.5,0.75,0,0.005,5.5,0.9,0,0,0,0.005,75.5,1,0.175,0,0,0.775,0,0,0,0,0.165,0,0,0,0,0,0,0,46.5
2,0,0,0,25,0.75,0,0.005,5.25,0.9,0.2,0,0,0.005,70,0.8,0.175,0,0,0.775,0,0,0,0,0.165,0,0,0,0,0,0,0,46.5
2,0,0,0,10.5,0.75,0,0.005,8,0.9,0,0,0,0.005,80,0.8,0.125,0,0,0.05,0,0,0,0,0.08,0,0,0,0,0,0,0,46.5
2,0,0,0,19,0.75,0,0.005,7,0.9,0,0,0,0.005,72.5,1.1,0.125,0,0,0.05,0,0,0,0,0.08,0,0,0,0,0,0,0,46.5
2,0,0,0,0.09,0.125,0,0.005,5.25,5.25,0.2,0,0,0.005,87.5,1.75,0.225,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,46.5
2,0,0,0,0.65,0.125,0,0.005,5.25,5.25,0.2,0,0,0.005,86.5,1.75,0.225,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,46.5
2,0,0,0,5,0.25,0,0.005,5,5,0.1,0,0,0.005,80,5,0.275,0,0,0.0275,0,0,0,0,0.044,0,0,0,0,0,0,0,46.5
2,0,0,0,0,0,0,9,0,0,0,0,0,0,86,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.05,0,0,9,0.1,1,1,0.05,0,0.25,86,0.5,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0,0,0,10,0,0,0,0,0,0,86,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0,0,0,10.75,0,1.5,0.5,0,0,0,83,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0,0,0,10.75,0,1.5,0.5,0,0,0,83,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0,0,0,10.75,0,2,0.5,0,0,0,83,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0,0,0,10.75,0,4.25,3.5,0,0,0,78,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.03,0,0,11,0.25,5.1,1.5,0.05,0.05,0.15,74.5,0.3,4.75,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0,0,0,7,0,0.25,0,0,0,2.55,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.03,0,0,7.75,0.1,2.25,12.5,0,0,0.1,71,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.05,0,0,7.75,1,2.25,12.5,0,0,0.15,71,0.5,3,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.03,0,0,9,0,4.5,1.15,0,0,0.1,79,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.05,0,0,9,0.1,4.5,1.15,0.05,0,0.1,79,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0,0,0,12.75,0,0.5,1.5,0,0,0,81.2499825,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.01,0,0,0,0,10,1.5,0,0,0.5,86.469982,0,1.4,0,0,0,0,0,0,0,0.02,0,0.1,0,0,0,0,0,34
2,0,0,0,0.0075,0,0.075,0.005,0,10,1.15,0,0,0.375,85.75,0,1.4,0,0,0.02,0,0,0,0,0.02,0,0.05,0,0,0,0,0,34
2,0,0,0,0.03,0,0,0,0,30,1.5,0,0,0.5,67,0,0.875,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,34
2,0,0,0,0.0175,0,0,0.005,0,30,1.15,0,0,0.4,66,0,0.875,0,0,0.02,0,0,0,0,0.02,0,0.15,0,0,0,0,0,34
2,0,0,0.25,0.01,0,0,0,0,31,0.7,0,0,0.15,65.689982,0,0.7,0,0,0,0,0,1.25,0.25,0,0,0,0,0,0,0,0,34
2,0,0,0.01,0.005,0.02,0.001,0.1,8,10,0.175,0.0775,0,0.05,80.053982,1,0.5,0,0,0.005,0,0,0,0,0.0025,0,0,0,0,0,0,0,34
2,0,0,0,9.5,0.35,0,0.005,2.25,12.5,0.5,0,0,0.1,55.5,21,1.25,0,0,0.05,0,0,0,0,0.08,0,0,0,0,0,0,0,25.5
2,0,0,0,4,0.25,0,0.005,4,20.25,1,0,0,0.1,65,6,1.25,0,0,0.05,0,0,0,0,0.08,0,0,0,0,0,0,0,25.5
2,0,0,0,1.75,0.2,0,0.005,4.75,25.5,1,0,0,0.1,65.5,2.5,1.25,0,0,0.05,0,0,0,0,0.08,0,0,0,0,0,0,0,25.5
2,0,0,0,0.2,0,0,9.2,0.2,1,0.5,0,0,0.1,89.75,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.03,0,0,9.6,0.1,1,1,0.05,0,0.2,85.0199825,0.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.1,0.05,0,9.75,0.2,1,0.5,0,0,0.2,84.3499825,1,2.75,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,46.5
2,0,0,0,0.1,0,0,9.7,0.2,2.7,0.8,0.04,0,0.1,86,0.4,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.1,0,0,9.35,0.1,3,1,0,0,0.1,83.0999825,0.5,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.1,0,0,9.6,0.2,3,1,0,0,0.1,86.15,0.4,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.1,0.05,0.01,9.4,0.2,1,0.5,0.05,0,0.2,84.9399825,0.5,2.9,0,0,0.05,0,0,0,0,0.05,0,0,0.05,0,0,0,0,46.5
2,0,0,0,0.1,0,0,9.6,0.2,3,1,0,0,0.1,86.15,0.4,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.1,0,0,9.6,0.2,3,1,0,0,0.1,86.15,0.4,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.05,0,0,9,0.2,1.5,1.5,0,0,0.05,86,0.2,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.1,0,0,9.25,0.2,2.65,2.3,0.04,0,0.07,84.25,0.2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.03,0,0,9.8,0.1,5.4,2.3,0.04,0,0.07,78.25,0.2,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.03,0,0,10.3,0.1,6.05,2.3,0.04,0,0.07,74.5,0.2,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.05,0,0,10.75,0.1,4,3.5,0,0,0.05,81,0.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.25,0.2,0,0.01,10.1,0.25,0.2,0,0,0.02,88.6699825,0.05,0.15,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,46.5
2,0,0,0,0.5,0.25,0.01,0.01,10.25,1.5,0.2,0,0,0.02,86.4599825,0.5,0.2,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,46.5
2,0,0,0,0.8,0.15,0,0.01,10.15,1.8,0.1,0,0,0.01,89.5,0.5,0.15,0,0,0.05,0,0,0,0,0.04,0,0,0.1,0,0,0,0,46.5
2,0,0,0,0.8,0.2,0,0.01,10.15,2,0.2,0,0,0.01,89.4,0.5,0.15,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,46.5
2,0,0,0,0.8,0.2,0,0.02,0,2,0.2,0,0,0.02,95.8099825,0.5,0.25,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,0.8,0.2,0,0.01,10.15,2,0.2,0,0,0.01,89.4,0,0.15,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,46.5
2,0,0,0,0.5,0.2,0.01,0.02,10.15,0.5,0.2,0.02,0,0.02,87.6299825,0.3,0.2,0,0,0.1,0,0,0,0,0.05,0,0,0.1,0,0,0,0,46.5
2,0,0,0,0.8,0.2,0,0.01,10.15,1.8,0.2,0,0,0.01,89.4,0.5,0.15,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,46.5
2,0,0,0,0.8,0.2,0,0.01,10.15,2,0.2,0,0,0.01,89.4,0.5,0.15,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,46.5
2,0,0,0,0.8,0.2,0.01,0.01,10,0.7,0.2,0,0,0.02,87.2099825,0.5,0.2,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,0.25,0.05,0,0.01,10.85,0.1,0.05,0,0,0.02,87.6699825,0.05,0.1,0,0,0.8,0,0,0,0,0.05,0,0,0,0,0,0,0,46.5
2,0,0,0,0.25,0.05,0,0.01,10.85,0.1,0.05,0,0,0.02,88.15,0.05,0.1,0,0,0.8,0,0,0,0,0.05,0,0,0,0,0,0,0,46.5
2,0,0,0,1.6,0.15,0,0.01,12.15,1.8,0.1,0,0,0.01,85.8,0.5,0.15,0,0,0.05,0,0,0,0,0.04,0,0,0.1,0,0,0,0,46.5
2,0,0,0,1.5,0.2,0,0.01,12.1,2,0.2,0,0,0.01,85.65,2,0.15,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,46.5
2,0,0,0,0.8,0.15,0,0.01,12.15,1.8,0.1,0,0,0.01,87,0.5,0.15,0,0,0.05,0,0,0,0,0.04,0,0,0.1,0,0,0,0,46.5
2,0,0,0,0.15,0.05,0,0.01,12.15,1.95,0.1,0,0,0.01,85.5,0.3,0.15,0,0,0.05,0,0,0,0,0.04,0,0,0.1,0,0,0,0,46.5
2,0,0,0,0.2,0.1,0,0.01,12.1,1.75,0.2,0,0,0.01,85.9,0.4,0.15,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,46.5
2,0,0,0,5,0,0.1,0.01,2.75,2,0.01,0,0,0.02,73.039983,8.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,116
2,0,0,0,5.15,0.2,0,0.01,2.35,1.9,0.1,0,0,0.01,82.5,8.25,0.2,0,0,0.03,0,0,0,0,0.06,0,0,0.1,0,0,0,0,116
2,0,0,0,5,0.5,0,0.05,5,1.5,0,0,0,0,82.5499825,5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,5,0.25,0,0.01,5.15,2.3,0.1,0,0,0.01,84.5,5.5,0.2,0,0,0.03,0,0,0,0,0.06,0,0,0.1,0,0,0,0,46.5
2,0,0,0,4.85,0.25,0,0.01,5.15,2,0.1,0,0,0.01,84.5,5.25,0.25,0,0,0.03,0,0,0,0,0.06,0,0,0,0,0,0,0,46.5
2,0,0,0,5,0.3,0,0.05,5.15,2,0.2,0,0,0.05,81.2199825,5.5,0.35,0,0,0.08,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,4.85,0.25,0,0.01,5.15,2,0.1,0,0,0.01,84.5,5.25,0.25,0,0,0.03,0,0,0,0,0.06,0,0,0,0,0,0,0,46.5
2,0,0,0,5.15,0.4,0.01,0.02,5.1,2.5,0.2,0,0,0.02,80.7899825,5.25,0.3,0,0,0.05,0,0,0,0,0.06,0,0,0.15,0,0,0,0,46.5
2,0,0,0,4.85,0.25,0,0.01,5.15,2,0.1,0,0,0.01,84.5,5.25,0.2,0,0,0.03,0,0,0,0,0.06,0,0,0,0,0,0,0,46.5
2,0,0,0,4.85,0.25,0,0.01,5.15,2,0.1,0,0,0.01,84.5,5.15,0.25,0,0,0.03,0,0,0,0,0.06,0,0,0,0,0,0,0,46.5
2,0,0,0,5,0.4,0,0.01,5,2,0.1,0,0,0.02,82.0199825,5,0.3,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,3.4,0.2,0,0.01,6.4,1.9,0.1,0,0,0.01,85.25,2.4,0.2,0,0,0.03,0,0,0,0,0.06,0,0,0.1,0,0,0,0,46.5
2,0,0,0,6.15,0.25,0,0.01,7.15,1.8,0.1,0,0,0.01,82.75,4.15,0.2,0,0,0.03,0,0,0,0,0.06,0,0,0.1,0,0,0,0,46.5
2,0,0,0,6.15,0.3,0,0.01,7.15,2,0,0,0,0.01,83,3.65,0.2,0,0,0.03,0,0,0,0,0.06,0,0,0,0,0,0,0,46.5
2,0,0,0,6.15,0.3,0,0.01,7.15,2,0,0,0,0.01,83,3.65,0.2,0,0,0.03,0,0,0,0,0.06,0,0,0,0,0,0,0,46.5
2,0,0,0,6.15,0.25,0,0.01,7.15,2,0,0,0,0.01,83,3.65,0.2,0,0,0.03,0,0,0,0,0.06,0,0,0,0,0,0,0,46.5
2,0,0,0,9.25,0.5,0,0.01,5.1,2,0.2,0,0,0.02,80.6199825,2,0.15,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,9.25,0.5,0,0.01,5.1,2,0.2,0,0,0.01,83.5,2,0.15,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,9.75,0.5,0,0.01,10.1,2,0.2,0,0,0.02,76.1199825,1,0.15,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,9.75,0.3,0,0,10.25,2,0,0,0,0,76.9399825,0.5,0.2,0,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,9.5,0.3,0,0.01,10.15,1.3,0.1,0,0,0.01,79.5,0.8,0.15,0,0,0.03,0,0,0,0,0.08,0,0,0.1,0,0,0,0,46.5
2,0,0,0,9.5,0.5,0,0.01,10.15,2,0.2,0,0,0.01,79.5,2,0.15,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,9.5,0.5,0,0.02,10.1,2,0.2,0,0,0.02,75.1099825,2,0.4,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,9.5,0.5,0,0.01,10.15,2,0.2,0,0,0.01,79.5,2,0.15,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,9.75,0.5,0,0.02,10.15,0.2,0.2,0,0,0.02,77.8799825,0.8,0.2,0,0,0.05,0,0,0,0,0.08,0,0,0.15,0,0,0,0,46.5
2,0,0,0,9.5,0.5,0,0.01,10.15,2,0.2,0,0,0.01,79.5,2,0.15,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,9.5,0.5,0,0.01,10.15,2,0.2,0,0,0.01,79.5,1,0.15,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,9.5,0.5,0,0.01,10,1.5,0.2,0,0,0.01,77.0799825,1,0.15,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,15,0.5,0,0,9,2,0,0,0,0,72.2999825,1,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,15,0.4,0,0.01,8.15,1.8,0.1,0,0,0.01,76.75,2,0.15,0,0,0.03,0,0,0,0,0.08,0,0,0.1,0,0,0,0,46.5
2,0,0,0,15,0.5,0,0.02,8.1,2,0.2,0,0,0.02,71.6099825,2,0.4,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,15.75,0.5,0.05,0.01,8.4,1,0.1,0,0,0.01,73.3499825,0.5,0.15,0,0,0.03,0,0,0,0,0.05,0,0,0.1,0,0,0,0,46.5
2,0,0,0,15,0.5,0,0.01,8.15,2,0.2,0,0,0.01,76.75,2,0.15,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,15,0.5,0,0.01,8.1,2,0.2,0,0,0.01,76.75,2,0.15,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,15,0.5,0,0.01,8,2,0.2,0,0,0.01,73.0799825,1,0.15,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,21,0.5,0,0.01,5,2,0.2,0,0,0.01,69.9299825,1,0.15,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,20.8,0.4,0,0.01,4.6,2.3,0.1,0,0,0.01,74.5,2,0.15,0,0,0.03,0,0,0,0,0.08,0,0,0.1,0,0,0,0,46.5
2,0,0,0,21,0.5,0,0.02,5,2,0.2,0,0,0.02,68.7099825,2,0.4,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,21,0.75,0,0.01,5,2.5,0.2,0,0,0.01,73.75,2,0.15,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,21,0.5,0.01,0.02,5.1,2.5,0.2,0,0,0.02,69.6499825,0.5,0.2,0,0,0.05,0,0,0,0,0.1,0,0,0.15,0,0,0,0,46.5
2,0,0,0,21,0.75,0,0.01,5,2.5,0.2,0,0,0.01,73.75,2,0.15,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,46.5
2,0,0,0,21,0.75,0,0.01,5,2,0.2,0,0,0.01,69.3299825,1.5,0.15,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,1.9,0,0,0.1,1.5,1,0.2,0,0,0.03,64.5,0,0.5,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,116
2,0,0,0,2,0.1,0,0.1,1.5,1,0.2,0,0,0.05,65,0,0.8,0,0,0.05,0,0,0,0,0,0,0,0.1,0,0,0,0,116
2,0,0,0,1.9,0,0,0.5,1.5,1,0.2,0,0,0.03,64,0,0.9,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,116
2,0,0,0,1.9,0,0,0.1,1.5,1,0.2,0,0,0.03,64.5,0,0.7,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,116
2,0,0,0,1.5,0,0,0.45,0.3,0.8,0.5,0,0,0.1,62,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
2,0,0,0,1.45,0.05,0,0.6,0.6,0.8,0.1,0,0,0.03,60.5,0,0.4,0,0,0.02,0,0,0,0,0,0,0,0.08,0,0,0,0,116
2,0,0,0,1.5,0,0,0.4,0.4,1,0.2,0,0,0.03,60,0,0.3,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,116
2,0,0,0,1.5,0,0,0.5,1,1,0.5,0,0,0.05,60,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
2,0,0,0,0.2,0,0,5.75,0.3,3,2.75,0,0,0.3,66,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
2,0,0,0,0.2,0.05,0,2,0.2,2.7,2.25,0,0,0.05,60,0,1.4,0,0,0.02,0,0,0,0,0,0,0,0.08,0,0,0,0,116
2,0,0,0,0.5,0,0,1.5,1,1,1.55,0,0,0.1,57,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.7,0.05,0,1.2,0.6,2.7,1.25,0,0,0.05,60,0,1,0,0,0.02,0,0,0,0,0,0,0,0.08,0,0,0,0,46.5
2,0,0,0,0.5,0,0,1.25,0.3,3,1.75,0,0,0.3,57.5,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.2,0.05,0,1,0.3,2.5,1.5,0,0,0.1,59.5,0,1,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,46.5
2,0,0,0,0.4,0.05,0,1.2,0.4,1.8,0.4,0,0,0.5,61.5,0,0.4,0,0,0.02,0,0,0,0,0,0,0,0.08,0,0,0,0,116
2,0,0,0,0.04,0.03,0,0.6,0.08,0.8,0.4,0,0,0.1,60.5,0,0.4,0,0,0.02,0,0,0,0,0,0,0,0.08,0,0,0,0,116
2,0,0,0,0.05,0,0,7.75,0.5,3,13,0,0,0.15,71.4999825,1,3,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0,0,0,9.5,0,1,0.5,0,0,0,87.7999825,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.05,0,0,9.25,0.2,1,1,0.05,0,0.25,90,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.3,0,0,9.25,0.3,1,0.5,0,0,0.2,90,0.5,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.05,0,0,9.75,0.2,1.5,3,0,0,0.2,81.7999825,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.03,0,0,9.5,0.1,1,1,0.05,0,0.2,85.1199825,0.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0,0,0,9.7,0,0,0,0,0,0,87.2999825,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.2,0,0,9.5,0.3,3,1,0,0,0.2,83,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.2,0,0,9.25,0.2,3,1,0,0,0.2,82.6499825,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.05,0,0,9.75,0.2,2.5,1,0.05,0,0.25,86.25,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.2,0,0,9.5,0.3,3,1,0,0,0.2,86.25,0.4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.1,0.05,0.01,9.25,0.2,1,0.5,0.05,0,0.2,84.9899825,0.5,3,0,0,0.05,0,0,0,0,0.05,0,0,0.05,0,0,0,0,46.5
2,0,0,0,0.2,0,0,9.5,0.3,3,1,0,0,0.2,86.25,0.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.2,0,0,9.5,0.3,3,1,0,0,0.2,86.25,0.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.15,0,0,9,0.3,1.5,1.5,0,0,0.15,86,0.3,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.05,0,0,9.75,0.3,2.5,1,0,0,0.2,86.25,0.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.05,0,0,9.5,0.2,2.75,1.5,0,0,0.2,83.2999825,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.05,0,0,9.25,0.2,2.75,2.5,0.05,0,0.1,82,0.5,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.05,0,0,9.75,0.2,5.25,1.5,0,0,0.1,78.3999825,0.5,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.03,0,0.01,9.5,0.1,5,3,0.05,0.05,0.1,79.5,0.5,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2,0,0,0,0,0,0,10,0,0,0,0,0,0,89.9999825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.05,0,0,9.75,0.2,5.25,3,0,0,0.1,76,0.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.05,0,0,9.4,0.2,5.5,1.4,0.05,0.005,0.1,79.5,0.2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.1,0,0,9.75,0.2,5,3,0,0,0.2,76.7499825,0.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.05,0,0,9.5,0.2,5.25,1.5,0.05,0,0.25,77.6999825,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.05,0,0,9.4,0.1,5.5,1.4,0.05,0.005,0.1,79.5,0.2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.1,0.05,0.005,10.1,0.2,4.5,0.5,0,0,0.2,79.2949825,0.2,4.65,0,0,0.1,0,0,0,0,0.05,0,0,0.05,0,0,0,0,46.5
2,0,0,0,0.05,0,0,9.4,0.2,5.5,1.4,0.05,0.005,0.1,79.5,0.2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.05,0,0,9.4,0.2,5.5,2.5,0.05,0.005,0.1,79.5,0.2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
2,0,0,0,0.05,0,0,9.75,0.2,5.25,2.5,0.05,0,0.1,79,0.2,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
